Russian	English	Category	Confidence	Sources
дозировка лекарства	medicine dose	other_medical	reference_only	my_glossary
дозировка медикамента	medicine dose	medication	reference_only	my_glossary
доксиламин	doxylamine	medication	reference_only	my_glossary
доксициклин	doxycycline	medication	reference_only	my_glossary
долгосрочные проблемы со здоровьем	long term problems	diagnosis	reference_only	my_glossary
дородовое обследование	prenatal care	procedure	reference_only	my_glossary
дофамин	dopamine	medication	reference_only	my_glossary
дренирование	drain the infection	procedure	reference_only	my_glossary
дрожжевая инфекция	yeast infection	diagnosis	reference_only	my_glossary
дрожь	shaky	symptom	reference_only	my_glossary
дульколакс	dulcolax	medication	reference_only	my_glossary
дыхание	breathing	test	reference_only	my_glossary
дыхательная гимнастика	breathing exercises	procedure	reference_only	my_glossary
дыхательная маска	pocket mask	other_medical	reference_only	my_glossary
дыхательная трубка	breathing tube	procedure	reference_only	my_glossary
дыхательные пути	airway	anatomy	reference_only	my_glossary
дыхательные упражнения	breathing exercises	procedure	reference_only	my_glossary
дыхательный тренажер	breathing exerciser	procedure	reference_only	my_glossary
дягель лекарственный	dong quai	medication	reference_only	my_glossary
единицы инсулина	insulin units	other_medical	reference_only	my_glossary
жажда	thirst	symptom	reference_only	my_glossary
жар	fever	symptom	reference_only	my_glossary
жаропонижающее лекарство	fever reducing medicine	medication	reference_only	my_glossary
жаропонижающие препараты	fever-reducing medicine	medication	reference_only	my_glossary
жевательная резинка без сахара	sugar free gum	other_medical	reference_only	my_glossary
железосодержащие таблетки	iron tablets	medication	reference_only	my_glossary
желтая или зеленая мокрота	yellow or green mucus	symptom	reference_only	my_glossary
желтая кожа	yellow skin	symptom	reference_only	my_glossary
желтая мокрота	yellow mucus	symptom	reference_only	my_glossary
желтуха	jaundice	diagnosis	reference_only	my_glossary
желтые глаза	yellow eyes	symptom	reference_only	my_glossary
желудок	stomach	anatomy	reference_only	my_glossary
желудочные проблемы	stomach problems	symptom	reference_only	my_glossary
женьшень	ginseng	medication	reference_only	my_glossary
жжение	burning	symptom	reference_only	my_glossary
жжение в области сердца	heartburn	symptom	reference_only	my_glossary
жжение глаз	eye burns	symptom	reference_only	my_glossary
жжение кожи	skin burns	symptom	reference_only	my_glossary
жжение около влагалища	vaginal burning	symptom	reference_only	my_glossary
жжение при мочеиспускании	burning when passing urine	symptom	reference_only	my_glossary
живот	abdomen	anatomy	reference_only	my_glossary
жидкая концентрированная смесь	liquid concentrate formula	medication	reference_only	my_glossary
жидкое лекарство	liquid medicine	medication	reference_only	my_glossary
жизнь без табака	tobacco free life	other_medical	reference_only	my_glossary
жёлтая лихорадка	yellow fever	diagnosis	reference_only	my_glossary
заболевание кишечника	bowel disease	diagnosis	reference_only	my_glossary
заболевание кровеносных сосудов	blood vessel disease	diagnosis	reference_only	my_glossary
заболевание почек	kidney disease	diagnosis	reference_only	my_glossary
заболевания	medical problems	diagnosis	reference_only	my_glossary
заболевания крови	blood diseases	diagnosis	reference_only	my_glossary
заболевания легких	lung diseases	diagnosis	reference_only	my_glossary
заболевания периферических артерий	peripheral artery disease	diagnosis	reference_only	my_glossary
заболевания периферических сосудов	peripheral vascular disease	diagnosis	reference_only	my_glossary
заболевания почек	kidney disease	diagnosis	reference_only	my_glossary
заболевания сердца	heart disease	diagnosis	reference_only	my_glossary
заболевания щитовидной железы	thyroid disease	diagnosis	reference_only	my_glossary
забор крови из пальца	finger stick	procedure	reference_only	my_glossary
завещание на случай недееспособности	living will	other_medical	reference_only	my_glossary
загрязнение воздуха	air pollution	other_medical	reference_only	my_glossary
задержать дыхание	hold your breath	procedure	reference_only	my_glossary
задержка опорожнения желудка	delayed stomach emptying	symptom	reference_only	my_glossary
задний проход	anus	anatomy	reference_only	my_glossary
задохнуться	suffocate	other_medical	reference_only	my_glossary
заживление раны	wound healing	procedure	reference_only	my_glossary
заземляющая накладка	grounding pad	other_medical	reference_only	my_glossary
закупорка дыхательных путей	choking	symptom	reference_only	my_glossary
закупорка кровеносных сосудов	blockage in blood vessels	diagnosis	reference_only	my_glossary
закупорка молочных протоков	plugged duct	diagnosis	reference_only	my_glossary
закупорка сосуда	blockage	diagnosis	reference_only	my_glossary
заложенность в груди	chest congestion	symptom	reference_only	my_glossary
заложенность в ухе	ear fullness	symptom	reference_only	my_glossary
заложенность носа	stuffy nose	symptom	reference_only	my_glossary
заложенность носовых пазух	sinus pressure	symptom	reference_only	my_glossary
замена сустава	joint replacement	procedure	reference_only	my_glossary
заменитель соли	salt substitute	medication	reference_only	my_glossary
заместительная гормональная терапия	hormone replacement therapy	procedure	reference_only	my_glossary
заместительная терапия эстрогеном	estrogen replacement therapy	procedure	reference_only	my_glossary
занятие упражнениями	exercise session	procedure	reference_only	my_glossary
запор	constipation	symptom	reference_only	my_glossary
запястье	wrist	anatomy	reference_only	my_glossary
заражение	infection	diagnosis	reference_only	my_glossary
заразный	contagious	symptom	reference_only	my_glossary
застой молока	breast engorgement	symptom	reference_only	my_glossary
застойная сердечная недостаточность	congestive heart failure	diagnosis	reference_only	my_glossary
засыпание в течение дня	fall asleep during the day	symptom	reference_only	my_glossary
затвердение затылочных мышц	stiff neck	symptom	reference_only	my_glossary
затруднение глотания	dysphagia	symptom	reference_only	my_glossary
затруднение дыхания	breathing problems	symptom	reference_only	my_glossary
затруднение речи	trouble speaking	symptom	reference_only	my_glossary
затруднения при ходьбе	problems with movement	symptom	reference_only	my_glossary
затруднения речи	problems with speech	symptom	reference_only	my_glossary
затрудненное глотание	swallowing problems	symptom	reference_only	my_glossary
затрудненное дыхание	breathing difficulty	symptom	reference_only	my_glossary
затуманенное зрение	blurred vision	symptom	reference_only	my_glossary
затуманивание зрения	hazy vision	symptom	reference_only	my_glossary
затылочная доля	occipital lobe	anatomy	reference_only	my_glossary
защитная маска	facemask	other_medical	reference_only	my_glossary
защитная одежда	protective clothing	other_medical	reference_only	my_glossary
защитная повязка	face shield	other_medical	reference_only	my_glossary
звон в ухе	ringing in the ear	symptom	reference_only	my_glossary
згт	hrt	procedure	reference_only	my_glossary
здоровая нога	good leg	anatomy	reference_only	my_glossary
здоровое питание	healthy diet	other_medical	reference_only	my_glossary
здоровый вес	healthy weight	other_medical	reference_only	my_glossary
зеленая мокрота	green mucus	symptom	reference_only	my_glossary
зеркало	speculum	procedure	reference_only	my_glossary
злокачественные опухоли	malignant tumors	diagnosis	reference_only	my_glossary
зрительный нерв	optic nerve	anatomy	reference_only	my_glossary
зрительный тест	vision test	test	reference_only	my_glossary
зубная нить	dental floss	other_medical	reference_only	my_glossary
зубная щетка с мягкой щетиной	soft bristle toothbrush	other_medical	reference_only	my_glossary
зубные протезы	dentures	other_medical	reference_only	my_glossary
зубы	teeth	anatomy	reference_only	my_glossary
зуд	itching	symptom	reference_only	my_glossary
зуд в носу	itchy nose	symptom	reference_only	my_glossary
зуд влагалища	vaginal itching	symptom	reference_only	my_glossary
зуд во влагалище	vaginal itching	symptom	reference_only	my_glossary
зуд на коже	itchy skin	symptom	reference_only	my_glossary
зуд около влагалища	vaginal itching	symptom	reference_only	my_glossary
ибупрофен	ibuprofen	medication	reference_only	my_glossary
игла	needle	other_medical	reference_only	my_glossary
иглы и шприцы	needles and syringes	other_medical	reference_only	my_glossary
игольчатый электрод	pin electrode	other_medical	reference_only	my_glossary
изгиб ступни	arch of foot	anatomy	reference_only	my_glossary
изжога	heartburn	symptom	reference_only	my_glossary
изменение аппетита	appetite changes	symptom	reference_only	my_glossary
изменение поведения	changes in behavior	symptom	reference_only	my_glossary
изменение привычек	behavior modification	procedure	reference_only	my_glossary
изменение сердечного ритма	heart rate changes	symptom	reference_only	my_glossary
изменение температуры	temperature changes	symptom	reference_only	my_glossary
изменение характера сна	change in sleeping pattern	symptom	reference_only	my_glossary
изменение цвета	color changes	symptom	reference_only	my_glossary
изменения в работе кишечника	changes in bowel habits	symptom	reference_only	my_glossary
изменения в состоянии сна	sleep changes	symptom	reference_only	my_glossary
изменения вкуса и запаха	changes in taste and smell	symptom	reference_only	my_glossary
изменения вкусовых ощущений и обоняния	taste and smell changes	symptom	reference_only	my_glossary
изменения зрения	vision changes	symptom	reference_only	my_glossary
изменения настроения	mood changes	symptom	reference_only	my_glossary
изменения шейки матки	cervical changes	symptom	reference_only	my_glossary
измерение внутриглазного давления	eye pressure test	test	reference_only	my_glossary
измерение давления	blood pressure check	test	reference_only	my_glossary
измеритель глюкозы	glucose meter	test	reference_only	my_glossary
износившийся хрящ	worn cartilage	symptom	reference_only	my_glossary
икд	icd	procedure	reference_only	my_glossary
икота	hiccups	symptom	reference_only	my_glossary
иммунизация	immunizations	medication	reference_only	my_glossary
иммунная система	immune system	anatomy	reference_only	my_glossary
иммунодепрессия	immunosuppression	diagnosis	reference_only	my_glossary
иммунотерапия	immunotherapy	procedure	reference_only	my_glossary
имп	uti	diagnosis	reference_only	my_glossary
имплантат	graft	procedure	reference_only	my_glossary
имплантированная помпа	implanted pump	other_medical	reference_only	my_glossary
имплантированная терапия	implant therapy	procedure	reference_only	my_glossary
импотенция	impotence	symptom	reference_only	my_glossary
инвалидное кресло на аккумуляторе	battery-powered wheelchair	other_medical	reference_only	my_glossary
ингалятор	inhaler	other_medical	reference_only	my_glossary
ингаляторы	inhalers	medication	reference_only	my_glossary
ингаляционное лечение	breathing treatment	procedure	reference_only	my_glossary
индивидуальная программа обучения	individualized education program	other_medical	reference_only	my_glossary
инсулин	insulin	medication	reference_only	my_glossary
инсулин nph	nph insulin	medication	reference_only	my_glossary
инсулин аспарт	aspart insulin	medication	reference_only	my_glossary
инсулин лиспро	lispro insulin	medication	reference_only	my_glossary
инсулиновая реакция	insulin reaction	diagnosis	reference_only	my_glossary
инсулиновый шок	insulin shock	diagnosis	reference_only	my_glossary
инсулиновый шприц	insulin pen	medication	reference_only	my_glossary
инсульт	stroke	diagnosis	reference_only	my_glossary
интенсивные физические нагрузки	heavy exercise	procedure	reference_only	my_glossary
инфаркт	heart attack	diagnosis	reference_only	my_glossary
инфаркт миокарда	heart attack	diagnosis	reference_only	my_glossary
инфекции	infections	diagnosis	reference_only	my_glossary
инфекционные заболевания	infections	diagnosis	reference_only	my_glossary
инфекция	infection	diagnosis	reference_only	my_glossary
инфекция в груди	breast infection	diagnosis	reference_only	my_glossary
инфекция кожи	skin infection	diagnosis	reference_only	my_glossary
инфекция молочной железы	breast infection	diagnosis	reference_only	my_glossary
инфекция мочевого пузыря	bladder infection	diagnosis	reference_only	my_glossary
инфекция мочевыводящих путей	urinary tract infection	diagnosis	reference_only	my_glossary
инфекция мочеиспускательного канала	bladder infection	diagnosis	reference_only	my_glossary
инфекция ротовой полости	mouth infection	diagnosis	reference_only	my_glossary
инфекция, передаваемая половым путем	sexually transmitted infection	diagnosis	reference_only	my_glossary
инфицирование	infections	diagnosis	reference_only	my_glossary
инфицированные раны	infected wounds	diagnosis	reference_only	my_glossary
инъекции	injections	procedure	reference_only	my_glossary
инъекции стероидов	steroid injections	medication	reference_only	my_glossary
инъекция	injection	procedure	reference_only	my_glossary
инъекция глюкагона	glucagon shot	procedure	reference_only	my_glossary
инъекция инсулина	insulin injection	procedure	reference_only	my_glossary
инъекция под кожу	subcutaneous injection	procedure	reference_only	my_glossary
иппп	sti	diagnosis	reference_only	my_glossary
искусственная почка	artificial kidney	other_medical	reference_only	my_glossary
искусственное вскармливание	bottle-feeding	procedure	reference_only	my_glossary
искусственное дыхание	rescue breathing	procedure	reference_only	my_glossary
искусственное дыхание и непрямой массаж сердца	infant cpr	procedure	reference_only	my_glossary
искусственный клапан сердца	artificial heart valve	other_medical	reference_only	my_glossary
искусственный сустав	artificial joint	other_medical	reference_only	my_glossary
испаритель	vaporizer	other_medical	reference_only	my_glossary
испражнение	bowel movement	symptom	reference_only	my_glossary
испытывать сильную усталость	feel very tired	symptom	reference_only	my_glossary
исследование нервной проводимости	nerve conduction study	test	reference_only	my_glossary
исследование органов малого таза	pelvic exam	procedure	reference_only	my_glossary
исследование сетчатки	retinal test	test	reference_only	my_glossary
исследование сна	sleep study	test	reference_only	my_glossary
истинные схватки	true labor	symptom	reference_only	my_glossary
истончение костей	thinning bones	symptom	reference_only	my_glossary
ишемическая болезнь сердца	coronary artery disease	diagnosis	reference_only	my_glossary
кава-фильтр	blood clot filter	other_medical	reference_only	my_glossary
кал	stool	other_medical	reference_only	my_glossary
калий	potassium	other_medical	reference_only	my_glossary
кальций	calcium	medication	reference_only	my_glossary
кальцийсодержащий препарат	calcium supplement	medication	reference_only	my_glossary
камни в мочевом пузыре	bladder stones	diagnosis	reference_only	my_glossary
камни в почках	kidney stones	diagnosis	reference_only	my_glossary
капельница	intravenous	procedure	reference_only	my_glossary
капсульная эндоскопия	wireless capsule monitor	procedure	reference_only	my_glossary
кардиоверсия	cardioversion	procedure	reference_only	my_glossary
кардиостимулятор	heart pacemaker	other_medical	reference_only	my_glossary
кариес	tooth decay	diagnosis	reference_only	my_glossary
карцинома	carcinoma	diagnosis	reference_only	my_glossary
касательная нагрузка	touch down weight bearing	procedure	reference_only	my_glossary
катаракта	cataracts	diagnosis	reference_only	my_glossary
катетер	catheter	procedure	reference_only	my_glossary
катетер для энтерального питания	feeding tube	procedure	reference_only	my_glossary
катушка	coil	other_medical	reference_only	my_glossary
катушка для головы	head coil	other_medical	reference_only	my_glossary
качающие движения голеностопного сустава	ankle pumps	procedure	reference_only	my_glossary
кашель	cough	symptom	reference_only	my_glossary
кашель, который не проходит	cough that does not go away	symptom	reference_only	my_glossary
кашлевые упражнения	coughing exercises	procedure	reference_only	my_glossary
кесарево сечение	cesarean birth	procedure	reference_only	my_glossary
кибербуллинг	cyberbullying	other_medical	reference_only	my_glossary
кислород	oxygen	medication	reference_only	my_glossary
кислород в крови	oxygen in blood	test	reference_only	my_glossary
кислородное голодание	lack of oxygen	symptom	reference_only	my_glossary
киста	cyst	diagnosis	reference_only	my_glossary
кистозный фиброз	cystic fibrosis	diagnosis	reference_only	my_glossary
кисты	cysts	diagnosis	reference_only	my_glossary
кишечные спазмы	colon cramping	symptom	reference_only	my_glossary
кластерная головная боль	cluster headache	diagnosis	reference_only	my_glossary
клетчатка	fiber	other_medical	reference_only	my_glossary
клизмы	enemas	procedure	reference_only	my_glossary
клопогон кистевидный	black cohosh	medication	reference_only	my_glossary
клофелин	clonidine	medication	reference_only	my_glossary
кожа головы	scalp	anatomy	reference_only	my_glossary
кожа синего или серого цвета	blue or gray skin color	symptom	reference_only	my_glossary
кожная рана	skin wound	symptom	reference_only	my_glossary
кожные инфекции	skin infections	diagnosis	reference_only	my_glossary
кожные пробы	skin tests	test	reference_only	my_glossary
кожный тест	skin test	test	reference_only	my_glossary
коклюш	pertussis	diagnosis	reference_only	my_glossary
коленная чашечка	patella	anatomy	reference_only	my_glossary
коленный сустав	knee joint	anatomy	reference_only	my_glossary
колено	knee	anatomy	reference_only	my_glossary
колоноскопия	colonoscopy	procedure	reference_only	my_glossary
колоректальный рак	colorectal cancer	diagnosis	reference_only	my_glossary
колотая рана	puncture wound	diagnosis	reference_only	my_glossary
кольпоскоп	colposcope	procedure	reference_only	my_glossary
кольцо для прорезывания зубов	teething ring	other_medical	reference_only	my_glossary
кома	coma	diagnosis	reference_only	my_glossary
компрессия грудной клетки	chest compression	procedure	reference_only	my_glossary
конвульсии	convulsions	symptom	reference_only	my_glossary
консультация	counseling	procedure	reference_only	my_glossary
контейнер для использованных игл	needle disposal	other_medical	reference_only	my_glossary
контейнер с острыми предметами	sharps container	other_medical	reference_only	my_glossary
контрактильный стрессовый тест	contraction stress test	test	reference_only	my_glossary
контрастное вещество	contrast	medication	reference_only	my_glossary
контроль боли	pain management	procedure	reference_only	my_glossary
контроль работы кишечника	bowel control	symptom	reference_only	my_glossary
контроль работы мочевого пузыря	bladder control	symptom	reference_only	my_glossary
контрольный осмотр	follow up visit	procedure	reference_only	my_glossary
контузия	contusion	diagnosis	reference_only	my_glossary
концентратор кислорода	oxygen concentrator	other_medical	reference_only	my_glossary
копчик	tailbone	anatomy	reference_only	my_glossary
корень языка	tongue base	anatomy	reference_only	my_glossary
кормить грудью	breastfeed	procedure	reference_only	my_glossary
кормить ребенка грудью	breastfeed	procedure	reference_only	my_glossary
кормление	breastfeeding	procedure	reference_only	my_glossary
кормление грудью	breastfeeding	procedure	reference_only	my_glossary
кормление через зонд	feeding tubes	procedure	reference_only	my_glossary
корневой рефлекс	rooting reflex	other_medical	reference_only	my_glossary
коронарная ангиограмма	coronary angiogram	test	reference_only	my_glossary
коронарная ангиопластика	coronary angioplasty	procedure	reference_only	my_glossary
коронарные артерии	coronary arteries	anatomy	reference_only	my_glossary
коронарография	cardiac catheterization	procedure	reference_only	my_glossary
кортикостероиды	corticosteroids	medication	reference_only	my_glossary
корь	measles	diagnosis	reference_only	my_glossary
косоглазие	cross-eyed	symptom	reference_only	my_glossary
кости	bones	anatomy	reference_only	my_glossary
кости груди	chest bones	anatomy	reference_only	my_glossary
костная мозоль	corn	symptom	reference_only	my_glossary
костные наросты	bone spurs	symptom	reference_only	my_glossary
костный мозг	bone marrow	anatomy	reference_only	my_glossary
костный цемент	bone cement	medication	reference_only	my_glossary
костыли	crutches	other_medical	reference_only	my_glossary
кофеин	caffeine	medication	reference_only	my_glossary
крайняя плоть	foreskin	anatomy	reference_only	my_glossary
крапивница	hives	symptom	reference_only	my_glossary
краснота	redness	symptom	reference_only	my_glossary
краснуха	rubella	diagnosis	reference_only	my_glossary
красные кровяные клетки	red blood cells	anatomy	reference_only	my_glossary
красные кровяные тельца	red blood cells	anatomy	reference_only	my_glossary
красные пятна	red marks	symptom	reference_only	my_glossary
крем от вшей	lice cream	medication	reference_only	my_glossary
крем с антимикробным действием	antibiotic cream	medication	reference_only	my_glossary
крем с тестостероном	testosterone creams	medication	reference_only	my_glossary
крепкий сон	deep sleep	symptom	reference_only	my_glossary
кресло, обращенное против движения	rear-facing seat	other_medical	reference_only	my_glossary
крестец	sacrum	anatomy	reference_only	my_glossary
кровеносные сосуды	blood vessels	anatomy	reference_only	my_glossary
кровеносные сосуды сетчатки	retinal blood vessels	anatomy	reference_only	my_glossary
кровеносный сосуд	blood vessel	anatomy	reference_only	my_glossary
кровоизлияние в мозг	cerebral hemorrhage	diagnosis	reference_only	my_glossary
кровообращение	blood flow	other_medical	reference_only	my_glossary
кровоподтек	bruising	symptom	reference_only	my_glossary
кровоподтеки	bruised	symptom	reference_only	my_glossary
кровотечение	bleeding	symptom	reference_only	my_glossary
кровотечение в мозге	brain bleeding	symptom	reference_only	my_glossary
кровотечение десен	bleeding gums	symptom	reference_only	my_glossary
кровотечение из прямой кишки	rectal bleeding	symptom	reference_only	my_glossary
кровотечение на месте ввода	bleeding at the site	symptom	reference_only	my_glossary
кровотечения	bleeding problems	symptom	reference_only	my_glossary
кровоток	blood flow	other_medical	reference_only	my_glossary
кровоточивость десен	tender gums	symptom	reference_only	my_glossary
кровоточить	bleeding	symptom	reference_only	my_glossary
кровь в моче	bloody urine	symptom	reference_only	my_glossary
кровь в стуле	blood in stool	symptom	reference_only	my_glossary
кровянистые выделения из влагалища	vaginal bleeding	symptom	reference_only	my_glossary
кровяное давление	blood pressure	test	reference_only	my_glossary
кровяные клетки	blood cells	anatomy	reference_only	my_glossary
круговые движения лодыжками	ankle circles	procedure	reference_only	my_glossary
кт	ct scan	test	reference_only	my_glossary
кт-сканирование	computerized tomography scan	test	reference_only	my_glossary
кулак	fist	anatomy	reference_only	my_glossary
кумадин	coumadin	medication	reference_only	my_glossary
купание в ванне	tub bath	procedure	reference_only	my_glossary
курс реабилитации для больных с заболеваниями сердца	cardiac rehab program	procedure	reference_only	my_glossary
курс сердечно-легочной реанимации детей	infant/child cpr course	procedure	reference_only	my_glossary
кусочек ткани для анализа	tissue biopsy	procedure	reference_only	my_glossary
лабораторные анализы	lab tests	test	reference_only	my_glossary
ладонь	palm	anatomy	reference_only	my_glossary
лазерная коррекция	laser treatment	procedure	reference_only	my_glossary
лазерное лечение	laser treatment	procedure	reference_only	my_glossary
лайтбокс	light box	procedure	reference_only	my_glossary
лампэктомия	lumpectomy	procedure	reference_only	my_glossary
ланолин	lanolin	medication	reference_only	my_glossary
ланцет	lancet	test	reference_only	my_glossary
ланцетное устройство	lancing device	test	reference_only	my_glossary
лапароскопическая аппендэктомия	laparoscopic appendectomy	procedure	reference_only	my_glossary
лапароскопическая операция	laparoscopic	procedure	reference_only	my_glossary
латентная форма	latent infection	diagnosis	reference_only	my_glossary
левое предсердие	left atrium	anatomy	reference_only	my_glossary
легкие	lungs	anatomy	reference_only	my_glossary
легкие судороги	mild cramping	symptom	reference_only	my_glossary
легкое	lung	anatomy	reference_only	my_glossary
легкость в голове	lightheaded	symptom	reference_only	my_glossary
легочная инфекция	lung infection	diagnosis	reference_only	my_glossary
легочная форма болезни	inhalation anthrax	diagnosis	reference_only	my_glossary
легочное заболевание	lung disease	diagnosis	reference_only	my_glossary
лейкемия	leukemia	diagnosis	reference_only	my_glossary
лекарства	medicine	medication	reference_only	my_glossary
лекарства для легких	lung medicine	medication	reference_only	my_glossary
лекарства для органов дыхания	breathing medicines	medication	reference_only	my_glossary
лекарства для разжижения крови	blood thinner	medication	reference_only	my_glossary
лекарства для щитовидной железы	thyroid medicine	medication	reference_only	my_glossary
лекарства от диабета	diabetes medicines	medication	reference_only	my_glossary
лекарства от кровяного давления	blood pressure medicines	medication	reference_only	my_glossary
лекарственные препараты, опускаемые без рецепта	over-the-counter medicines	medication	reference_only	my_glossary
лекарственные препараты, отпускаемые по рецепту	prescription medicines	medication	reference_only	my_glossary
лекарство для снижения давления	blood pressure medicine	medication	reference_only	my_glossary
лекарство от кашля	cough medicine	medication	reference_only	my_glossary
лекарство от повышенного артериального давления	blood pressure medicine	medication	reference_only	my_glossary
лекарство, вызывающее онемение	numbing medicine	medication	reference_only	my_glossary
лекарство, нормализующее кровяное давление	blood pressure medicine	medication	reference_only	my_glossary
лечение зубов	dental care	procedure	reference_only	my_glossary
лечение кислородом	oxygen therapy	procedure	reference_only	my_glossary
лечение онкологических заболеваний	cancer treatment	procedure	reference_only	my_glossary
лечение онкологического заболевания	cancer treatment	procedure	reference_only	my_glossary
лечение рака	cancer treatment	procedure	reference_only	my_glossary
лимфатические узлы	lymph nodes	anatomy	reference_only	my_glossary
лимфома	lymphoma	diagnosis	reference_only	my_glossary
лимфома ходжкина	hodgkin's lymphoma	diagnosis	reference_only	my_glossary
лимфоузлы	lymph nodes	anatomy	reference_only	my_glossary
липопротеиды высокой плотности	high density lipoproteins	test	reference_only	my_glossary
липопротеиды низкой плотности	low density lipoproteins	test	reference_only	my_glossary
лихорадка	fever	symptom	reference_only	my_glossary
лихорадка с припадком	seizure with fever	symptom	reference_only	my_glossary
лишний вес	overweight	symptom	reference_only	my_glossary
лобная доля	frontal lobe	anatomy	reference_only	my_glossary
лобная температура	temporal temperature	test	reference_only	my_glossary
лодыжка	ankle	anatomy	reference_only	my_glossary
ложные схватки	false labor	symptom	reference_only	my_glossary
локальная терапия эстрогенами	vaginal estrogen therapy	procedure	reference_only	my_glossary
локоть	elbow	anatomy	reference_only	my_glossary
локтевой сустав	elbow joint	anatomy	reference_only	my_glossary
ломота	ache	symptom	reference_only	my_glossary
ломота в теле	body aches	symptom	reference_only	my_glossary
лопатки	shoulder blades	anatomy	reference_only	my_glossary
лосьон от вшей	lice lotion	medication	reference_only	my_glossary
лохии	lochia	symptom	reference_only	my_glossary
лпвп	hdl	test	reference_only	my_glossary
лпнп	ldl	test	reference_only	my_glossary
лунатизм	sleepwalking	diagnosis	reference_only	my_glossary
лучевая терапия	radiation therapy	procedure	reference_only	my_glossary
люмбальная пункция	lumbar puncture	procedure	reference_only	my_glossary
магнитно-резонансная томография	magnetic resonance imaging	test	reference_only	my_glossary
магнитно-резонансная томография сердца	cardiac magnetic resonance imaging	test	reference_only	my_glossary
мазок задней стенки горла	throat swab	test	reference_only	my_glossary
мазок папаниколау	pap smear	test	reference_only	my_glossary
мазь	ointment	medication	reference_only	my_glossary
мазь с антибиотиком	antibiotic cream	medication	reference_only	my_glossary
мазь с антимикробным действием	antibiotic ointment	medication	reference_only	my_glossary
малая берцовая кость	fibula	anatomy	reference_only	my_glossary
маммограмма	mammogram	test	reference_only	my_glossary
маммография	mammogram	test	reference_only	my_glossary
маневр масако	masako maneuver	procedure	reference_only	my_glossary
манжета для измерения давления	blood pressure cuff	other_medical	reference_only	my_glossary
манжета для измерения кровяного давления	blood pressure cuff	procedure	reference_only	my_glossary
марлевая повязка	gauze dressing	other_medical	reference_only	my_glossary
массаж груди	breast massage	procedure	reference_only	my_glossary
мастэктомия	mastectomy	procedure	reference_only	my_glossary
материнское молоко	breastmilk	other_medical	reference_only	my_glossary
матка	uterus	anatomy	reference_only	my_glossary
маточное кольцо	pessary	procedure	reference_only	my_glossary
медицинские решения	medical decisions	other_medical	reference_only	my_glossary
медицинское лечение	medical treatment	procedure	reference_only	my_glossary
медленно заживающие раны	slow healing	symptom	reference_only	my_glossary
медленное заживление ран	slow healing of wounds	symptom	reference_only	my_glossary
медсестра-помощник педиатра	pediatric nurse practitioner	other_medical	reference_only	my_glossary
меланома	melanoma	diagnosis	reference_only	my_glossary
мелкоклеточный рак легкого	small cell lung cancer	diagnosis	reference_only	my_glossary
менингокок	meningococcal	diagnosis	reference_only	my_glossary
менопауза	menopause	diagnosis	reference_only	my_glossary
менструальный цикл	menstrual cycles	anatomy	reference_only	my_glossary
менструация	menstrual period	other_medical	reference_only	my_glossary
мерная ложка	medicine spoon	other_medical	reference_only	my_glossary
мерцательная аритмия	a-fib	diagnosis	reference_only	my_glossary
местная анестезия	local anesthetic	medication	reference_only	my_glossary
местное лекарство	topical medicine	medication	reference_only	my_glossary
место инъекции	injection site	anatomy	reference_only	my_glossary
место подключения	dialysis access	procedure	reference_only	my_glossary
место укола	injection site	other_medical	reference_only	my_glossary
металлические осколки	metal fragments	other_medical	reference_only	my_glossary
металлический привкус	metallic taste	symptom	reference_only	my_glossary
метамуцил	metamucil	medication	reference_only	my_glossary
метастазирование	metastasis	diagnosis	reference_only	my_glossary
метастазы	metastasis	diagnosis	reference_only	my_glossary
метициллинрезистентный золотистый стафилококк	methicillin resistant staphylococcus aureus	diagnosis	reference_only	my_glossary
метод биологической обратной связи	biofeedback	procedure	reference_only	my_glossary
метформин	metformin	medication	reference_only	my_glossary
мигрень	migraine	diagnosis	reference_only	my_glossary
мизинец	little finger	anatomy	reference_only	my_glossary
микроинсульт	mini stroke	diagnosis	reference_only	my_glossary
миллилитр	milliliter	other_medical	reference_only	my_glossary
мини-приседания	mini-squats	procedure	reference_only	my_glossary
миралакс	miralax	medication	reference_only	my_glossary
модифицированный биофизический профиль	modified biophysical profile	test	reference_only	my_glossary
мозг	brain	anatomy	reference_only	my_glossary
мозоль	callus	symptom	reference_only	my_glossary
мокрота	mucus	symptom	reference_only	my_glossary
мокрые подгузники	wet diapers	test	reference_only	my_glossary
молозиво	colostrum	anatomy	reference_only	my_glossary
молокоотсос	breast pump	procedure	reference_only	my_glossary
молочная смесь	formula	medication	reference_only	my_glossary
молочная смесь, обогащенная железом	iron rich baby formula	medication	reference_only	my_glossary
молочница	yeast infection	diagnosis	reference_only	my_glossary
мониторинг холтера	holter monitoring	test	reference_only	my_glossary
мононенасыщенные жиры	monosaturated fats	other_medical	reference_only	my_glossary
морфин	morphine	medication	reference_only	my_glossary
мостик	bridge	procedure	reference_only	my_glossary
моча	urine	anatomy	reference_only	my_glossary
моча коричневого цвета	brown urine	symptom	reference_only	my_glossary
мочевой пузырь	bladder	anatomy	reference_only	my_glossary
мочеиспускание	urinating	symptom	reference_only	my_glossary
мочеиспускания	wet diapers	other_medical	reference_only	my_glossary
мочеиспускательный канал	ureter	anatomy	reference_only	my_glossary
